"ip1","ip2","ip3","ip4","tepat"
3.08,2.92,2.75,2.89,Ya
3.14,3.05,2.83,2.98,Ya
3.28,3.48,3.42,3.09,Ya
3.01,2.90,2.71,2.76,Ya
3.20,3.15,3.15,2.92,Ya
3.47,3.41,3.42,3.17,Ya
3.38,3.41,3.14,2.97,Ya
3.53,3.39,3.56,3.20,Ya
3.53,3.69,3.73,3.78,Ya
3.12,3.12,3.18,3.18,Ya
3.32,3.40,3.30,3.22,Ya
3.34,3.49,3.52,3.38,Ya
3.38,3.45,3.55,3.12,Ya
3.19,3.15,3.06,2.99,Ya
3.60,3.48,3.60,3.27,Ya
3.07,3.17,3.01,3.26,Ya
3.25,3.24,3.29,3.53,Ya
3.08,3.19,3.00,3.40,Ya
3.40,3.32,3.42,3.66,Ya
3.50,3.60,3.76,3.75,Ya
3.20,3.14,3.29,3.40,Ya
3.30,3.35,3.39,3.60,Ya
3.52,3.76,3.78,3.91,Ya
3.09,3.12,3.03,3.18,Ya
3.11,3.15,3.11,3.33,Ya
3.22,3.30,3.51,3.59,Ya
3.07,3.21,3.11,3.41,Ya
3.17,3.23,3.18,3.45,Ya
3.22,3.19,3.09,3.39,Ya
3.19,3.37,3.58,3.60,Ya
3.07,3.20,3.16,3.32,Ya
3.32,3.39,3.50,3.66,Ya
3.24,3.54,3.67,3.60,Ya
3.17,3.29,3.30,3.49,Ya
3.16,3.14,3.12,3.35,Ya
3.11,3.11,3.05,3.20,Ya
3.22,3.17,3.13,3.36,Ya
3.30,3.26,3.39,3.50,Ya
3.31,3.51,3.45,3.62,Ya
2.86,2.73,3.36,3.15,Tidak
3.30,3.55,3.44,3.65,Ya
2.97,2.75,3.36,3.01,Ya
3.08,2.91,3.43,3.37,Tidak
3.14,3.11,3.21,3.20,Ya
3.15,3.05,3.43,3.09,Ya
2.90,2.75,3.09,3.11,Ya
3.61,3.62,3.68,3.25,Ya
3.60,3.50,3.35,3.18,Ya
3.60,3.75,3.61,3.45,Ya
3.25,3.50,3.54,3.39,Ya
3.75,3.50,3.68,3.66,Ya
3.40,3.42,3.64,3.32,Ya
3.52,3.84,3.67,3.50,Ya
3.18,3.21,3.36,3.48,Ya
3.12,3.00,3.23,3.34,Ya
3.12,3.00,3.40,3.35,Ya
3.23,2.96,3.19,3.32,Ya
3.31,3.15,3.27,3.34,Ya
3.05,2.92,3.00,3.38,Ya
3.14,3.23,3.25,3.45,Ya
3.06,3.12,3.00,3.31,Ya
3.25,3.02,3.32,3.43,Ya
3.18,3.12,3.41,3.52,Ya
3.00,2.85,2.81,3.35,Ya
3.23,3.28,3.54,3.57,Ya
3.15,3.05,3.27,3.52,Ya
3.18,2.93,3.16,3.08,Ya
3.00,3.23,3.39,3.43,Ya
3.03,3.02,3.23,3.43,Ya
3.25,2.96,3.36,3.45,Ya
3.12,3.10,3.32,3.48,Ya
3.28,3.23,3.18,3.36,Ya
3.09,3.09,3.48,3.50,Ya
3.07,2.89,3.25,3.35,Ya
3.11,2.90,3.23,3.45,Ya
3.12,3.20,3.06,3.32,Ya
3.02,3.15,3.23,3.29,Ya
3.02,3.19,3.34,3.41,Ya
3.14,3.45,3.42,3.43,Ya
3.30,3.58,3.48,3.52,Ya
2.86,3.21,3.08,3.19,Ya
3.07,3.23,3.38,3.43,Ya
3.22,3.40,3.30,3.45,Ya
3.30,3.42,3.29,3.43,Ya
3.10,3.17,3.32,3.23,Ya
3.25,3.40,3.36,3.43,Ya
3.10,3.10,3.25,3.35,Ya
3.33,3.50,3.31,3.52,Ya
3.09,3.37,3.23,3.34,Ya
3.22,3.31,3.30,3.45,Ya
3.02,3.48,3.15,3.33,Ya
3.20,3.15,3.35,3.40,Ya
3.11,3.19,3.32,3.48,Ya
3.48,3.35,3.48,3.34,Ya
3.38,3.27,3.48,3.58,Ya
3.55,3.50,3.42,3.55,Ya
3.40,3.62,3.55,3.55,Ya
3.45,3.38,3.45,3.55,Ya
3.55,3.65,3.59,3.61,Ya
3.52,3.44,3.36,3.43,Ya
3.68,3.67,3.41,3.61,Ya
3.65,3.48,3.39,3.64,Ya
3.42,3.48,3.33,3.50,Ya
3.42,3.62,3.42,3.59,Ya
3.48,3.44,3.41,3.48,Ya
3.52,3.50,3.41,3.48,Ya
3.48,3.50,3.41,3.57,Ya
3.52,3.52,3.48,3.66,Ya
3.60,3.42,3.39,3.59,Ya
3.55,3.60,3.34,3.41,Ya
3.50,3.46,3.32,3.39,Ya
3.34,3.61,3.20,3.45,Ya
3.52,3.40,3.36,3.52,Ya
3.45,3.44,3.23,3.32,Ya
3.48,3.50,3.36,3.34,Ya
3.65,3.56,3.25,3.55,Ya
3.55,3.39,3.45,3.50,Ya
3.62,3.62,3.43,3.52,Ya
3.28,3.27,3.27,3.48,Ya
3.50,3.65,3.23,3.52,Ya
3.48,3.60,3.34,3.43,Ya
3.75,3.81,3.64,3.73,Ya
3.45,3.40,3.36,3.48,Ya
3.48,3.50,3.27,3.57,Ya
3.58,3.58,3.48,3.48,Ya
3.61,3.42,3.25,3.50,Ya
3.42,3.60,3.45,3.55,Ya
3.10,3.14,3.39,3.39,Ya
3.55,3.46,3.39,3.64,Ya
3.58,3.62,3.45,3.57,Ya
3.62,3.75,3.52,3.59,Ya
3.00,2.94,3.07,3.50,Ya
3.44,3.35,3.16,3.50,Ya
3.46,3.06,3.39,3.45,Ya
3.34,3.32,3.27,3.25,Ya
3.11,3.38,2.94,3.20,Ya
3.30,3.35,3.38,3.18,Ya
3.48,3.64,3.42,3.28,Ya
3.25,3.34,3.32,3.38,Ya
3.20,3.48,3.15,3.22,Ya
3.50,3.50,3.47,3.25,Ya
3.32,3.55,3.25,3.20,Ya
3.23,3.32,3.23,3.25,Ya
3.18,3.23,3.05,3.15,Ya
3.20,3.43,3.48,3.62,Ya
3.45,3.45,3.15,3.06,Ya
3.64,3.52,3.57,3.55,Ya
3.32,3.55,3.25,3.18,Ya
3.39,3.00,2.98,2.67,Ya
3.09,3.28,3.18,3.30,Ya
3.36,3.36,3.23,3.20,Ya
3.14,3.32,3.16,2.71,Ya
3.34,2.91,3.30,3.28,Ya
3.45,3.39,3.35,3.39,Ya
3.36,3.50,3.32,3.20,Ya
3.32,3.40,3.25,3.28,Ya
3.43,3.41,3.32,3.50,Ya
3.17,3.43,3.45,3.10,Ya
3.48,3.41,3.18,3.35,Ya
3.55,3.45,3.19,3.38,Ya
3.41,3.62,3.48,3.38,Ya
3.05,3.46,3.23,3.41,Ya
3.20,3.25,2.91,3.16,Ya
3.16,3.43,3.35,3.48,Ya
2.94,3.22,2.90,3.27,Ya
3.30,3.45,3.30,3.40,Ya
3.60,3.50,3.57,3.70,Ya
3.55,3.42,3.40,3.59,Ya
3.55,3.57,3.59,3.62,Ya
3.68,3.75,3.73,3.62,Ya
3.20,3.35,3.52,3.62,Ya
3.50,3.40,3.52,3.55,Ya
3.50,3.45,3.27,3.38,Ya
3.32,3.45,3.27,3.23,Ya
3.42,3.42,3.41,3.75,Ya
3.64,3.55,3.57,3.68,Ya
3.36,3.35,3.43,3.52,Ya
3.52,3.65,3.57,3.52,Ya
3.45,3.22,3.39,3.40,Ya
3.27,3.45,3.45,3.55,Ya
3.73,3.48,3.55,3.68,Ya
3.55,3.58,3.30,3.45,Ya
3.48,3.48,3.50,3.42,Ya
3.39,3.44,3.25,3.35,Ya
3.34,3.22,3.50,3.15,Ya
3.50,3.25,3.25,3.38,Ya
3.39,3.30,3.56,3.45,Ya
3.52,3.58,3.20,3.60,Ya
3.45,3.45,3.61,3.40,Ya
3.64,3.55,3.61,3.72,Ya
3.50,3.60,3.45,3.55,Ya
3.62,3.43,3.34,3.43,Ya
3.08,3.43,3.29,3.13,Ya
3.21,3.43,2.88,3.21,Ya
3.23,3.36,3.04,3.44,Ya
3.25,3.23,3.15,3.16,Ya
2.98,3.25,3.23,3.41,Ya
3.19,3.27,3.06,3.39,Tidak
3.29,3.25,3.12,3.46,Ya
3.33,3.25,3.27,3.25,Ya
3.02,3.27,3.11,3.46,Ya
3.25,3.23,3.10,3.44,Ya
3.61,3.55,3.43,3.70,Ya
3.50,3.32,3.08,3.38,Ya
3.56,3.41,3.48,3.46,Ya
3.48,3.41,3.35,3.52,Ya
2.98,3.16,3.33,3.35,Ya
3.50,3.27,3.15,3.34,Ya
3.31,3.20,3.12,3.46,Ya
3.46,3.27,3.12,3.46,Ya
3.27,3.41,3.23,3.69,Ya
3.48,3.48,3.58,3.65,Ya
3.52,3.09,3.31,3.62,Ya
3.50,3.02,2.96,3.32,Ya
3.50,3.39,3.29,3.50,Ya
3.42,3.50,3.35,3.50,Ya
3.08,3.47,3.12,3.46,Ya
3.44,3.36,3.23,3.48,Ya
3.29,3.11,3.10,3.27,Ya
3.34,3.32,3.38,3.33,Ya
3.33,3.23,3.42,3.48,Ya
3.34,3.00,3.52,3.40,Ya
3.48,3.18,3.44,3.58,Ya
3.44,3.27,3.31,3.44,Ya
3.33,3.25,3.42,3.31,Ya
3.40,3.34,3.44,3.60,Ya
3.25,3.25,3.35,3.50,Ya
3.29,2.95,3.40,3.42,Ya
3.46,3.20,3.50,3.54,Ya
3.40,3.39,3.48,3.62,Ya
3.31,3.27,3.52,3.56,Ya
3.35,3.34,3.48,3.62,Ya
3.48,3.27,3.50,3.60,Ya
3.40,3.25,3.50,3.58,Ya
3.35,3.34,3.48,3.58,Ya
3.38,3.27,3.52,3.56,Ya
3.42,3.27,3.38,3.62,Ya
3.33,3.23,3.46,3.60,Ya
3.38,3.39,3.56,3.67,Ya
3.42,3.36,3.50,3.58,Ya
3.25,3.34,3.44,3.60,Ya
3.38,3.41,3.40,3.56,Ya
3.38,3.16,3.50,3.56,Ya
3.29,3.41,3.38,3.48,Ya
3.35,3.39,3.48,3.58,Ya
3.46,3.59,3.25,3.12,Ya
3.52,3.31,3.14,3.32,Tidak
3.39,3.33,3.27,3.35,Ya
3.50,3.52,3.23,3.48,Ya
3.61,3.44,3.14,3.65,Ya
3.57,3.33,3.18,3.52,Ya
3.52,3.44,3.23,3.43,Ya
3.59,3.40,3.11,3.45,Ya
3.39,3.16,3.07,3.14,Ya
3.43,3.04,3.34,3.45,Ya
3.48,3.52,3.42,3.48,Ya
3.66,3.60,3.23,3.45,Ya
3.43,3.48,3.02,2.92,Ya
3.55,3.44,3.11,3.38,Ya
3.59,3.75,3.43,3.50,Ya
3.59,3.56,3.41,3.48,Ya
3.75,3.90,3.55,3.72,Ya
3.33,3.56,3.20,3.45,Ya
3.64,3.62,3.43,3.42,Ya
3.45,3.46,3.27,3.48,Ya
3.64,3.60,3.41,3.50,Ya
3.40,3.25,3.19,3.15,Ya
3.35,3.42,3.50,3.39,Ya
3.22,3.33,3.46,3.25,Ya
3.00,3.32,3.40,3.31,Ya
3.17,3.30,3.27,3.50,Ya
3.33,3.25,3.20,3.36,Ya
3.32,3.44,3.44,3.45,Ya
3.28,3.35,3.42,3.48,Ya
3.31,3.20,3.31,3.34,Ya
3.28,3.20,3.06,3.14,Ya
3.22,3.22,3.27,3.23,Ya
3.32,3.32,3.33,3.47,Ya
2.92,3.20,3.12,3.16,Ya
3.02,3.05,3.10,3.34,Ya
3.22,3.45,3.54,3.20,Ya
3.30,3.38,3.45,3.36,Ya
3.20,3.32,3.23,3.35,Ya
3.25,3.38,3.48,3.43,Ya
3.53,3.39,3.19,3.42,Ya
3.05,3.20,3.33,3.41,Ya
3.30,3.48,2.96,3.09,Ya
3.27,3.18,3.27,3.31,Ya
3.05,3.28,3.21,3.40,Ya
3.15,3.38,3.50,3.43,Ya
3.60,3.60,3.56,3.55,Ya
3.55,3.25,3.12,3.08,Ya
3.36,3.62,3.52,3.55,Ya
3.19,3.45,3.17,3.11,Ya
3.18,3.42,3.19,3.23,Ya
3.39,3.30,3.19,3.20,Ya
3.56,3.50,3.12,3.04,Ya
3.35,3.62,3.42,3.32,Ya
3.68,3.48,3.27,3.39,Ya
3.62,3.52,3.52,3.39,Ya
3.35,3.28,3.35,3.50,Ya
3.39,3.50,3.17,3.09,Ya
3.35,3.28,3.27,3.39,Ya
3.35,3.08,3.18,3.09,Ya
3.59,3.20,3.38,3.15,Ya
3.50,3.45,3.44,3.35,Ya
3.55,3.65,3.58,3.64,Ya
3.52,3.35,3.42,3.30,Ya
3.50,3.22,3.33,3.48,Ya
3.33,3.25,3.17,3.16,Ya
3.32,3.18,3.23,3.30,Ya
3.42,3.18,3.18,3.06,Ya
3.52,3.42,3.23,3.28,Ya
3.40,3.30,3.12,3.39,Ya
3.36,3.18,3.31,2.91,Ya
3.32,3.25,3.17,3.18,Ya
2.66,3.05,3.04,1.28,Ya
3.38,3.30,3.28,3.44,Ya
3.49,3.15,3.36,3.48,Ya
3.53,3.65,3.68,3.66,Ya
3.50,3.28,3.28,3.48,Ya
3.44,3.33,3.60,3.61,Ya
3.26,3.31,3.48,3.27,Ya
3.54,3.50,3.41,3.67,Ya
3.47,3.40,3.48,3.61,Ya
3.55,3.48,3.59,3.70,Ya
3.25,3.65,3.58,3.59,Ya
3.58,3.38,3.55,3.68,Ya
3.72,3.75,3.73,3.69,Ya
3.29,3.06,3.15,3.21,Ya
2.92,2.70,2.89,3.25,Ya
3.20,2.90,3.06,3.25,Ya
2.98,2.70,2.96,2.92,Ya
3.23,3.16,3.16,2.84,Ya
3.40,3.33,3.29,3.33,Ya
3.45,3.06,3.19,3.52,Ya
3.44,3.39,3.38,3.54,Ya
3.50,3.50,3.44,3.52,Ya
3.28,3.14,3.19,3.14,Ya
3.18,3.22,3.14,3.35,Ya
3.08,3.04,3.07,3.06,Ya
2.93,3.03,3.10,3.15,Ya
3.23,3.12,3.20,3.35,Ya
3.07,3.19,3.39,3.38,Ya
3.36,3.25,3.33,3.60,Ya
3.66,3.67,3.75,3.83,Ya
3.52,3.44,3.21,3.50,Ya
3.52,3.25,3.52,3.67,Ya
3.32,3.00,3.08,3.27,Ya
3.15,3.06,3.19,3.15,Ya
3.52,3.50,3.67,3.67,Ya
3.11,3.50,3.46,3.46,Ya
3.39,3.31,3.35,3.50,Ya
3.32,3.36,3.62,3.52,Ya
3.48,3.50,3.65,3.73,Ya
2.98,3.41,3.47,3.60,Ya
3.32,3.22,3.42,3.55,Ya
2.98,3.41,3.32,3.45,Ya
2.86,3.14,3.37,3.44,Ya
3.28,3.25,3.15,3.19,Ya
3.00,3.42,2.92,2.85,Ya
2.94,3.25,3.12,2.81,Ya
3.31,3.31,3.12,3.46,Ya
3.23,3.48,3.50,3.79,Ya
2.92,3.14,3.20,3.50,Ya
2.88,3.05,2.92,3.27,Ya
3.24,3.14,3.48,3.62,Ya
3.24,2.65,3.40,3.75,Ya
3.19,3.60,3.41,3.59,Ya
2.90,3.01,2.93,3.47,Ya
2.97,2.99,3.25,3.38,Ya
3.26,3.45,3.55,3.75,Ya
3.49,3.59,3.47,3.66,Ya
3.12,3.38,3.40,3.53,Ya
3.56,3.51,3.51,3.78,Ya
2.85,3.35,3.09,3.08,Ya
3.05,3.46,3.11,3.50,Ya
3.34,3.35,3.78,3.59,Ya
2.64,3.35,3.08,3.47,Ya
2.84,3.11,3.06,3.17,Ya
3.19,2.88,3.29,3.19,Ya
3.58,3.81,3.64,3.56,Ya
3.03,2.74,3.06,2.90,Ya
2.77,3.03,3.25,3.06,Ya
3.13,3.00,3.32,3.22,Ya
2.88,2.60,2.85,3.25,Ya
3.00,3.48,3.38,3.44,Ya
2.90,3.00,3.18,3.16,Ya
2.66,3.02,3.30,3.30,Ya
3.72,3.62,3.57,3.58,Ya
3.41,3.72,3.55,3.56,Ya
3.65,3.62,3.54,3.62,Ya
3.52,3.36,3.55,3.47,Ya
3.49,3.38,3.24,3.36,Ya
3.52,3.60,3.47,3.56,Ya
3.26,3.32,3.45,3.34,Ya
3.68,3.71,3.76,3.62,Ya
3.52,3.70,3.60,3.56,Ya
3.43,3.48,3.59,3.53,Ya
3.31,3.38,3.41,3.47,Ya
3.40,3.34,3.40,3.44,Ya
3.61,3.34,3.54,3.56,Ya
3.42,3.06,3.39,3.34,Ya
3.58,3.74,3.59,3.56,Ya
3.26,3.41,3.45,3.41,Ya
3.50,3.45,3.37,3.59,Ya
3.53,3.42,3.59,3.47,Ya
3.24,3.38,3.41,3.44,Ya
3.49,3.35,3.48,3.47,Ya
3.22,3.39,3.51,3.41,Ya
3.37,3.42,3.52,3.41,Ya
3.70,3.85,3.92,3.59,Ya
3.23,3.27,3.54,3.41,Ya
3.46,3.50,3.30,3.34,Ya
3.60,3.64,3.69,3.47,Ya
3.39,3.54,3.55,3.47,Ya
3.60,3.54,3.57,3.41,Ya
3.04,3.22,3.14,3.52,Ya
3.53,3.19,3.51,3.59,Ya
3.41,3.21,3.17,3.16,Ya
3.15,3.03,2.93,2.82,Ya
3.39,3.39,3.18,3.64,Ya
3.42,3.33,3.70,3.69,Ya
3.08,3.17,3.08,3.31,Ya
3.21,3.05,3.02,3.25,Ya
3.20,3.08,3.18,3.36,Ya
3.35,3.14,3.28,3.31,Tidak
3.19,3.07,2.93,3.52,Ya
3.16,3.27,3.26,3.36,Ya
3.34,2.98,3.15,3.49,Ya
3.01,3.00,3.09,3.32,Ya
2.92,2.83,3.01,3.30,Ya
2.91,3.25,3.11,3.59,Ya
3.59,3.38,3.35,3.77,Ya
3.35,3.32,3.33,3.50,Ya
3.59,3.49,3.23,3.73,Ya
3.36,3.31,3.30,3.57,Ya
3.39,3.76,3.32,3.76,Ya
3.40,3.36,3.28,3.49,Ya
3.30,3.54,2.98,3.73,Ya
3.67,3.83,3.45,3.76,Ya
3.54,3.54,3.35,3.70,Ya
3.33,3.47,3.06,3.59,Ya
3.23,3.25,3.15,3.73,Ya
3.52,3.54,3.39,3.73,Ya
3.46,3.52,3.41,3.56,Ya
3.04,3.34,3.29,3.38,Ya
3.22,3.35,3.31,3.56,Ya
3.29,3.46,3.28,3.47,Ya
3.04,3.33,3.05,3.16,Ya
3.39,3.35,3.52,3.56,Ya
3.39,3.49,2.97,3.46,Ya
3.26,3.52,3.43,3.53,Ya
3.24,3.22,3.08,2.69,Ya
3.26,3.58,3.46,3.59,Ya
3.36,3.44,3.23,3.53,Ya
3.29,3.51,3.21,3.31,Ya
3.59,3.83,3.85,3.75,Ya
3.45,3.69,3.47,3.53,Ya
3.26,3.29,3.27,3.47,Ya
3.28,3.36,3.21,3.34,Ya
3.34,3.27,3.02,3.50,Ya
3.51,3.68,3.71,3.59,Ya
3.18,3.38,3.51,3.53,Ya
3.09,3.42,3.40,3.41,Ya
3.36,3.57,3.63,3.59,Ya
3.26,3.44,3.60,3.53,Ya
3.12,3.14,3.30,3.48,Ya
3.26,3.11,3.03,3.59,Tidak
3.49,3.13,3.39,3.32,Ya
3.17,3.48,3.17,3.59,Ya
3.67,3.74,3.49,3.58,Ya
3.42,3.29,3.54,3.72,Ya
3.04,3.14,3.27,2.84,Ya
3.62,3.77,3.74,3.78,Ya
3.37,3.59,3.68,3.32,Ya
2.91,2.58,2.94,3.06,Tidak
3.30,3.34,3.38,3.41,Ya
3.16,3.21,2.92,2.98,Tidak
3.11,3.46,3.25,3.16,Ya
3.28,3.48,3.42,3.39,Ya
3.54,3.52,3.61,3.69,Tidak
3.24,2.91,3.14,3.20,Ya
3.36,3.59,3.28,3.33,Ya
3.16,3.18,3.29,3.57,Ya
3.42,3.50,3.55,3.62,Ya
3.14,3.22,3.10,3.51,Ya
3.22,3.09,3.15,3.46,Ya
3.12,3.00,2.87,3.40,Ya
3.10,3.15,2.98,3.45,Ya
3.08,3.22,3.27,3.52,Ya
2.98,2.84,3.11,3.28,Ya
3.06,3.23,3.29,3.42,Ya
3.35,3.18,3.38,3.67,Ya
3.10,3.11,3.18,3.51,Ya
3.24,3.23,3.40,3.66,Ya
3.28,3.15,3.15,3.41,Ya
3.54,3.41,3.49,3.60,Ya
3.15,3.05,3.19,3.52,Ya
3.19,3.00,3.19,3.40,Ya
3.23,3.03,3.18,3.45,Ya
3.50,3.05,3.20,3.45,Ya
3.06,3.15,3.14,3.43,Ya
3.07,2.99,3.29,3.45,Ya
3.17,3.10,3.02,3.38,Ya
3.51,3.27,3.60,3.54,Ya
3.00,2.92,3.19,3.43,Ya
3.33,3.20,3.23,3.46,Ya
3.12,2.95,3.08,3.45,Ya
3.55,3.55,3.64,3.71,Ya
3.02,2.74,2.82,3.18,Ya
3.33,3.23,3.40,3.71,Ya
3.27,3.22,3.38,3.71,Ya
3.21,3.27,3.25,3.64,Ya
3.11,2.83,2.99,3.47,Ya
3.06,2.78,3.04,3.47,Ya
3.05,3.23,3.05,3.40,Ya
3.40,3.19,3.44,3.52,Ya
3.00,2.99,3.20,3.58,Ya
3.47,3.20,3.63,3.64,Ya
3.09,2.99,3.11,3.53,Ya
3.21,3.07,3.05,3.49,Ya
3.28,3.31,3.21,3.59,Ya
3.21,3.27,3.31,3.52,Ya
3.30,3.16,3.35,3.60,Ya
3.26,3.27,3.42,3.63,Ya
3.07,3.14,3.14,3.31,Ya
3.20,3.25,3.32,3.49,Ya
3.23,3.14,3.05,3.56,Ya
3.09,3.21,3.24,3.50,Ya
3.26,3.13,3.24,3.52,Ya
3.49,3.31,3.66,3.81,Ya
3.41,3.27,3.53,3.53,Ya
3.19,3.14,3.17,3.42,Ya
3.26,3.26,3.43,3.58,Ya
3.44,3.46,3.49,3.55,Ya
3.25,3.06,3.11,3.35,Ya
3.14,3.04,2.96,3.15,Ya
3.42,3.21,3.38,3.53,Ya
3.25,3.17,3.16,3.51,Ya
3.49,3.30,3.25,3.55,Ya
3.47,3.42,3.26,3.74,Ya
3.24,3.40,3.22,3.49,Ya
3.20,3.11,3.22,3.51,Ya
3.32,3.25,3.46,3.73,Ya
3.09,3.12,3.14,3.49,Ya
3.34,3.31,3.33,3.55,Ya
3.16,3.11,3.13,3.44,Ya
3.08,3.12,2.96,3.32,Ya
3.36,3.27,3.50,3.72,Ya
3.27,3.23,3.21,3.47,Ya
3.34,3.37,3.43,3.53,Ya
3.15,3.18,3.35,3.54,Ya
3.47,2.91,3.34,3.50,Ya
3.17,3.12,3.35,3.50,Ya
3.29,3.27,3.38,3.68,Ya
3.29,3.28,3.49,3.58,Ya
3.19,3.27,3.32,3.55,Ya
3.62,3.39,3.56,3.72,Ya
3.42,3.28,3.50,3.58,Ya
2.98,3.12,3.24,3.58,Ya
3.13,2.96,3.21,3.38,Ya
3.20,3.26,3.36,3.50,Ya
3.07,3.04,3.39,3.55,Ya
3.29,3.22,3.33,3.68,Ya
3.31,3.25,3.44,3.52,Ya
3.44,3.35,3.50,3.50,Ya
3.18,3.05,3.05,3.27,Ya
